ICO_Name_ib,Status(donghwa),Etherscan Address,ICO_Name_rt,ico_address,no_tl,Success (Y/N),Platform_ib,Type_ib,ICO start_ib,ICO end_ib,ICO_start_rt,ICO_end_rt,DistributorAddress,Single Layer,Double Layer
Befund,DistributorsHardtoIdentify,0xd2d0f85b690604c245f61513bf4679b24ed64c35,Befund,https://icobench.com/ico/befund,3198,Y,Ethereum,ERC20,2018-05-16,2018-06-16,2018-05-16,2018-06-15,,0.0,0.0
BELDEX,NonERC20,,BELDEX,https://icobench.com/ico/beldex,3199,N,Monero,Monero,,2018-08-15,2018-06-16,2018-08-15,,0.0,0.0
Berith,DistributorsHardtoIdentify,0xae080d87b45b029ac4999226afcf653d363949ac,Berith,https://icobench.com/ico/berith,3201,Y,Ethereum,ERC20,2018-04-11,2018-04-27,2018-04-11,2018-04-27,,0.0,0.0
BestMeta,NoTokenTransfer,0xa4178ecebaf45b0c7d0340bf9ae2438733b62b70,BestMeta,https://icobench.com/ico/bestmeta,3202,N,Ethereum,ERC20,2018-04-23,2018-08-31,2018-04-23,2018-06-15,,0.0,0.0
Bet On Chart (PreICO),OnlyPreICO,0x584569c95ed5991a0877d6b749b7eca2007fc256,BetOnChart,https://icobench.com/ico/bet-on-chart,3203,N,Ethereum,ERC20,2018-09-01,2018-10-01,,,,0.0,0.0
BETEX,transfer after ending,0xbd270f9a96ed49a1c82055a22ad9b8eec564097f,Betex,https://icobench.com/ico/betex,3204,Y,Ethereum,ERC20,2018-03-01,2018-04-15,2018-03-01,2018-04-14,,0.0,0.0
BGX,ICODateSeemsWrong,0xbf3f09e4eba5f7805e5fac0ee09fd6ee8eebe4cb,BGX,https://icobench.com/ico/bgx,3211,N,Ethereum,ERC20,2018-09-05,2018-10-03,2018-05-22,2018-06-04,,0.0,0.0
Bidooh,DistributorsHardtoIdentify,0x18c525cce3ad9a48d82f91b874754be78e9d0f85,Bidooh,https://icobench.com/ico/bidooh,3213,N,Ethereum,ERC20,,,2018-10-31,2018-11-30,,0.0,0.0
Big Data Coin,NoTokenTransfer,0x50598fee43a3af2359392b8e7f5170b604ca23dd,,https://icobench.com/ico/big-data-coin,3215,N,Ethereum,ERC20,2017-09-22,2017-10-31,,,,0.0,0.0
BIG Token,OK,0x07e76a4c93ea197cb578fef37d046972890df61b,BIG Token,https://icobench.com/ico/big-token,3216,N,Ethereum,ERC20,2018-02-27,2018-08-03,2018-02-27,2018-07-09,0x0000000000000000000000000000000000000000,0.0,0.0
Bigbom Eco,OK,0x84f7c44b6fed1080f647e354d552595be2cc602f,Bigbom Eco,https://icobench.com/ico/bigbom-eco,3218,Y,Ethereum,ERC20,2018-05-28,2018-06-10,,,0x8dfe835184c0a53889fa298fd97dca99244d39bc,0.0,0.0
Bilibit,OK,0x9b11b1b271a224a271619f3419b1b080fdec5b4a,Bilibit,https://icobench.com/ico/bilibit,3219,N,Ethereum,ERC20,2018-03-26,2018-04-26,,,0x5499828ad187f43f678b69b0b6ce3f6be53af41c,1.0,0.0
BILL and GO,NonERC20,,Bill&Go,https://icobench.com/ico/bill-and-go,3220,N,Separate blockchain,,2018-03-09,2018-04-04,,,,0.0,0.0
Bionic,ICODateSeemsWrong,0xef51c9377feb29856e61625caf9390bd0b67ea18,Bionic,https://icobench.com/ico/bionic,3224,Y,Ethereum,ERC20,2018-04-05,2018-09-30,,,,0.0,0.0
Biotor Biomass,NoTokenTransfer,0x48a714de00e585537f9ffec6085850099517674e,,https://icobench.com/ico/biotor-biomass,3225,N,Ethereum,ERC20,,,,,,0.0,0.0
Biotron.io,transfer after ending,0x03c780cd554598592b97b7256ddaad759945b125,Biotron,https://icobench.com/ico/biotron-io,3226,Y,Ethereum,ERC20,2018-03-27,2018-04-05,,,,0.0,0.0
Birake,NoMatch,,,https://icobench.com/ico/birake,3227,N,Ethereum,ERC223,2018-03-01,2018-08-01,,,,0.0,0.0
BIRC,ComplexPatterns,0xff10c9186aa36617d0b442e4514251a5fed9576e,Business Interactive Reward Coin,https://icobench.com/ico/birc,3228,Y,Ethereum,ERC20,2018-09-30,2018-10-31,,,,0.0,0.0
BIT.GAME,OK,0xbf3f09e4eba5f7805e5fac0ee09fd6ee8eebe4cb,BIT.GAME,https://icobench.com/ico/bit-game,3229,Y,Ethereum,ERC20,2018-05-08,2018-06-08,,,"0xc817a2afe8f6ba1a697daaa1df834e18be9403e7,0xf13b2d7c5d6d6e93f79d41fa72cfd33a75c0607d",0.0,0.0
bitarq,DistributorsHardtoIdentify,0xccfb26afb08060cb12d495d514c7de1cf9e998a9,Bitarq (ARQ),https://icobench.com/ico/bitarq,3231,N,Ethereum,ERC20,2018-04-01,2018-06-14,2018-04-01,2018-06-14,,0.0,0.0
Bitbose,transfer after ending,0x33ec7788795360fa3d2461606e9fe2fb95b942e9,BitBose,https://icobench.com/ico/bitbose,3232,Y,Ethereum,ERC20,2018-07-16,2018-11-30,2018-07-16,2018-11-30,,0.0,0.0
BitCar,transfer after ending,0x08b4c866ae9d1be56a06e0c302054b4ffe067b43,BitCar,https://icobench.com/ico/bitcar,3234,Y,Ethereum,ERC20,2018-01-31,2018-04-20,,,,0.0,0.0
BitChord,NoTokenTransfer,0x0a649d414bb176e1a62741741976141a7d262b43,,https://icobench.com/ico/bitchord,3235,N,Ethereum,ERC20,2018-04-11,2018-08-27,,,,0.0,0.0
BitCoin Ichip,DistributorsHardtoIdentify,0xe8710c8c9d5fad016ce66e8a93d36a0fd7f39024,Bitcoin Ichip,https://icobench.com/ico/bitcoin-ichip,3236,N,Ethereum,ERC20,2018-04-01,2018-06-30,,,,0.0,0.0
BITCOINUS,OK,0xcc53C2E5e2421cb5a5307Ed1C229816d71266292,Bitcoinus,https://icobench.com/ico/bitcoinus,3239,Y,Ethereum,ERC20,2018-01-23,2018-05-10,2018-01-15,2018-05-10,0x0000000000000000000000000000000000000000,0.0,0.0
BitCQR,OK,0x3e924b6ae9f6854a94a57ff89985716cd11267d3,BitCQR,https://icobench.com/ico/bitcqr,3240,Y,Ethereum,ERC20,2018-04-20,2018-10-30,2018-04-20,2018-06-20,0x171bea300b57cc724c2a2f35f2c1bdde1ddd4fb5,0.0,0.0
Bitdepositary (PreICO),OK,0x033030feebd93e3178487c35a9c8ca80874353c9,Bitdepositary,https://icobench.com/ico/bitdepositary,3241,Y,Ethereum,ERC20,2018-08-29,2018-11-14,,,"0xc1ac898c9cce4288616bad3344f5be3dda5bd790,0x58a6990f93aeb96dbc2a52a535c867c3654bcae5,0x9ac99753fe7f2e5064aec672cfecfa2d339dc542",0.0,0.0
BiteCoin Network,NoTokenTransfer,0x82c34b5b800f8b1efcac632de3e75c8028d32eaf,BiteCoin Network (BiteCoin),https://icobench.com/ico/bitecoin-network,3243,N,Ethereum,ERC20,2018-07-12,2018-08-30,2018-03-06,2018-03-27,,0.0,0.0
BitEsprit,NoTokenTransfer,0x6cbadb622d30a8c998c907911a9b160e735348fc,,https://icobench.com/ico/bitesprit,3244,N,Ethereum,ERC20,2018-07-01,2018-08-01,,,,0.0,0.0
BiteX,transfer after ending,0x57c09a8de0b0f471f8567609777addffb5c46a08,Bitex,https://icobench.com/ico/bitex,3246,Y,Ethereum,ERC20,2018-10-28,2018-11-04,2018-06-30,2018-08-31,,0.0,0.0
BitFence,OK,0x8c1f5174ac847520a9859f6dccd59a1c28b75021,BitFence,https://icobench.com/ico/bitfence,3247,N,Ethereum,ERC20,2018-05-01,2018-10-31,2018-05-01,2018-07-01,0x0000000000000000000000000000000000000000,0.0,0.0
BitForex,NonERC20,0x5b71bee9d961b1b848f8485eec8d8787f80217f5,BitForex,https://icobench.com/ico/bitforex,3248,Y,BitForex,ERC20,2018-07-27,2018-07-31,2018-07-27,2018-07-30,,0.0,0.0
BitGuild,OK,0x7E43581b19ab509BCF9397a2eFd1ab10233f27dE,BitGuild,https://icobench.com/ico/bitguild,3249,Y,Ethereum,ERC20,2018-03-15,2018-03-16,2018-03-15,2018-04-05,0x4118d7f757ad5893b8fa2f95e067994e1f531371,0.0,0.0
Bitheum,NonERC20,,,https://icobench.com/ico/bitheum,3252,N,X11,X11,2018-03-23,2018-05-02,,,,0.0,0.0
BitImage,NoTokenTransfer,0xc31247ce5b2584a08405cb02b7f15ad6e5dbf7ee,BitImage,https://icobench.com/ico/bitimage,3253,N,Ethereum,ERC20,2018-06-07,2018-07-19,2018-05-27,2018-07-08,,0.0,0.0
Bit-learn,NoMatch,,Bit-learn,https://icobench.com/ico/bit-learn,3254,N,Ethereum,ERC20,,2018-08-31,,,,0.0,0.0
Bitlumens (PreICO),NoTokenTransfer,0xf4e8d58b2d7df2b33a1875e405858278b1da6618,Bitlumens,https://icobench.com/ico/bitlumens,3255,N,Ethereum,ERC20,2018-08-26,2018-09-22,,,,0.0,0.0
Bitmillex,transfer after ending,0x20a8e076d5d537c3a4b2e2750a7fa06f9f845d8a,Bitmillex,https://icobench.com/ico/bitmillex,3256,N,Ethereum,ERC20,2018-06-27,2018-10-04,2018-06-13,2018-07-13,,0.0,0.0
BitMinutes,transfer after ending,0x86c2752f8fe2c6679a942c8ee6c785c28f42cd55,BitMinutes,https://icobench.com/ico/bitminutes,3258,N,Ethereum,ERC20,2018-04-30,2018-07-23,2018-04-30,2018-06-01,,0.0,0.0
Bitnation,transfer after ending,0xBB1fA4FdEB3459733bF67EbC6f893003fA976a82,Bitnation,https://icobench.com/ico/bitnation,3259,Y,,ERC20,2018-03-25,2018-04-25,2018-01-31,2018-03-02,,0.0,0.0
BitNautic,transfer after ending,0xd9964e1306dda055f5284c52048712c35ddb61fd,BitNautic,https://icobench.com/ico/bitnautic,3260,Y,Ethereum,ERC20,2018-07-11,2018-07-30,2018-06-01,2018-07-30,,0.0,0.0
BITRUST,NoTokenTransfer,0x4d322246fb48b3222b5f421f7bf158cb952c71d9,Bitrust,https://icobench.com/ico/bitrust,3264,N,,Ethereum,2018-04-02,2018-05-31,2018-04-02,2018-05-31,,0.0,0.0
BitScreener,transfer after ending,0xff2b3353c3015e9f1fbf95b9bda23f58aa7ce007,BitScreener,https://icobench.com/ico/bitscreener,3266,Y,Ethereum,ERC20,2018-05-19,2018-07-04,2018-06-27,2018-07-04,,0.0,0.0
Bitsmo,NonERC20,0xbbd575b0652a9a097b4921ab279436be1b52adfb,Bitsmo,https://icobench.com/ico/bitsmo,3268,Y,Bitsmo,ERC20,,2018-10-14,2018-07-25,2018-10-14,,0.0,0.0
BitSong,NoTokenTransfer,0x05079687d35b93538cbd59fe5596380cae9054a9,BitSong,https://icobench.com/ico/bitsong,3269,N,Ethereum,ERC20,2018-08-10,2018-11-10,,,,0.0,0.0
Bitsync,NoMatch,,,https://icobench.com/ico/bitsync,3270,N,Ethereum,ERC20,2017-11-11,2017-12-15,,,,0.0,0.0
BITTECH (PreICO),OK,0x6ee2ee1a5a257e6e7ade7fe537617ead9c7bd3d2,BITTECH,https://icobench.com/ico/bittech,3271,N,Ethereum,ERC20,2018-08-20,2018-11-19,,,0x8e8d4cdadbc027b192dff91c77382521b419e5a2,1.0,0.0
Bitto Exchange,transfer after ending,0xa101e27f06a97985b925e244111b61560ecd97db,Bitto (BITTo),https://icobench.com/ico/bitto-exchange,3273,Y,Ethereum,ERC20,2018-01-16,2018-08-15,,,,0.0,0.0
Bittwatt,transfer after ending,0xf53c580bc4065405bc649cc077ff4f2f28528f4b,Bittwatt (BWT),https://icobench.com/ico/bittwatt,3274,N,Ethereum,ERC20,2018-04-01,2018-06-08,2018-04-01,2018-05-27,,0.0,0.0
Bitway,DistributorsHardtoIdentify,0x5afee136283f5adc22545ed191decfc2ba2eac33,,https://icobench.com/ico/bitway,3275,N,Ethereum,ERC20,2018-05-27,2018-08-31,,,,0.0,0.0
Bitxoxo,transfer after ending,0x222139425Bcb172721dd4c22c29DD841D4358f69,Bitxoxo,https://icobench.com/ico/bitxoxo,3277,Y,Ethereum,ERC20,,2018-05-31,2018-05-05,2018-05-31,,0.0,0.0
Bityond,OK,0x5AfAE3243D6b6B76E1aB483F68E01F2fb55ff425,BITYOND,https://icobench.com/ico/bityond,3278,Y,Ethereum,ERC20,2018-05-15,2018-09-15,2018-05-15,2018-09-15,0x0000000000000000000000000000000000000000,0.0,0.0
Black Insurance,NoMatch,,Black Insurance,https://icobench.com/ico/black-insurance,3282,N,Ethereum,ERC20,2018-11-01,2018-11-30,2018-08-31,2018-09-30,,0.0,0.0
Block Web,NoMatch,,Blockweb,https://icobench.com/ico/block-web,3287,N,Ethereum,ERC20,,2018-05-31,,,,0.0,0.0
BlockBank,DistributorsHardtoIdentify,0xa897303e3f1ec585aa0816d1527f9025a37a5905,Block Bank,https://icobench.com/ico/blockbank,3289,Y,Ethereum,ERC20,2018-02-28,2018-06-01,,,,0.0,0.0
BlockBits,NoTokenTransfer,0xc00b9bdb6b2ae341b4321be4b2a752ae6a5db18c,Blockbits,https://icobench.com/ico/blockbits,3290,N,Ethereum,ERC20,2018-03-10,2018-05-01,2018-03-10,2018-05-01,,0.0,0.0
Blockchain Terminal,NoMatch,,BCT Blockchain Terminal,https://icobench.com/ico/blockchain-terminal,3291,Y,Ethereum,ERC20,2018-03-16,2018-04-30,,,,0.0,0.0
Blockchain Traded Fund,OK,0x96a23050b0a1a753ce10aacfce66080bacfc8c88,,https://icobench.com/ico/blockchain-traded-fund,3292,N,Ethereum,ERC20,2017-12-01,2018-07-01,,,0x0000000000000000000000000000000000000000,0.0,0.0
Blockchain.io,transfer after ending,0xcdc412f306e0c51e3249b88c65423cd16b322673,Blockchain.io,https://icobench.com/ico/blockchain-io,3293,Y,Ethereum,ERC20,2018-09-27,2018-10-25,,,,0.0,0.0
BlockGrain,NoMatch,,,https://icobench.com/ico/blockgrain,3295,Y,Ethereum,ERC20,,2018-07-31,,,,0.0,0.0
Blockonomics,NoTokenTransfer,0x4cba2e2e8e06076126c60b43bf48fea0b5d80c19,Blockonomics,https://icobench.com/ico/blockonomics,3297,N,Ethereum,ERC20,2018-08-01,2018-08-15,2018-08-01,2018-08-15,,0.0,0.0
Blockpass,DistributorsHardtoIdentify,0xee4458e052b533b1aabd493b5f8c4d85d7b263dc,Blockpass,https://icobench.com/ico/blockpass,3298,N,Ethereum,ERC20,2018-05-31,2018-11-30,2018-05-31,2018-11-30,,0.0,0.0
Blockscart,NonERC20,0x0d664faae776576c2e307e4e5fbf8dc65f08f136,Blockscart,https://icobench.com/ico/blockscart,3300,N,Waves,Waves,2018-03-09,2018-05-30,,,,0.0,0.0
Blockshipping GSCP,OK,0x9e3359f862b6c7f5c660cfd6d1aa6909b1d9504d,Blockshipping GSCP,https://icobench.com/ico/blockshipping-gscp,3301,Y,Ethereum,ERC20,2018-05-14,2018-10-31,,,0xda92301810727d563bef3c853377371208fc972c,0.0,0.0
BlocVehicle,NoTokenTransfer,0xf6aeac4e30c12eb3a69de72d089c07eaa380b3a0,BlocVehicle,https://icobench.com/ico/blocvehicle,3303,N,Ethereum,ERC20,2018-09-20,2018-10-31,2018-09-20,2018-10-31,,0.0,0.0
Blok,OK,0x8426d0dc03335d4a391bf4cf7fe546ff89549de4,Blok,https://icobench.com/ico/blok,3304,Y,Ethereum,ERC223,2018-04-09,2018-05-10,2018-04-10,2018-05-10,0x0000000000000000000000000000000000000000,0.0,0.0
Blue One (PreICO),NoMatch,,,https://icobench.com/ico/blue-one,3306,N,Ethereum,ERC20,2018-09-01,2018-10-31,,,,0.0,0.0
Blupass ICO,NoTokenTransfer,0x362a95215564d895f27021a7d7314629db2e1649,Blupass,https://icobench.com/ico/blupass-ico,3308,N,Ethereum,ERC20,2018-05-15,2018-09-30,,,,0.0,0.0
BmyBit,NonERC20,,,https://icobench.com/ico/bmybit,3309,N,MultiChain,MultiChain,2018-07-16,2018-08-30,,,,0.0,0.0
BoatPilot,NoTokenTransfer,0xc15a399c4ea7815fe36857c9e290ee452a5d6b21,BoatPilot,https://icobench.com/ico/boatpilot,3310,Y,Ethereum,ERC20,2018-04-01,2018-04-30,2018-04-01,2018-04-30,0xd9f82f63b1d400595aec7277820ff71c44b65ad0,0.0,0.0
Bob's Repair,OK,0xDF347911910b6c9A4286bA8E2EE5ea4a39eB2134,Bob`s Repair,https://icobench.com/ico/bob-s-repair,3311,Y,Ethereum,ERC20,2018-04-06,2018-05-30,,,0x0000000000000000000000000000000000000000,0.0,0.0
Bodhi,NonERC20,0x970e035e2a013cf4becd67e300d65bc32a56d826,Bodhi,https://icobench.com/ico/bodhi,3312,N,Bodhi platform,,2017-09-25,2017-10-10,,,,0.0,0.0
Bond Film Platform,NoTokenTransfer,0x68e9872cc009179101b97a9533e5c16105e7fafb,,https://icobench.com/ico/bond-film-platform,3314,N,StartEngine,ERC20,,,,,,0.0,0.0
Boomstarter.Network,OK,0x2acb0bb95063756d66f67d0c9624b12cac529fb3,Boomstarter.network,https://icobench.com/ico/boomstarter-network,3316,Y,Ethereum,ERC20,2018-08-06,2018-10-31,,,"0x270f88b0481f24d8638adf3019364fa9257f2ee3,0xff37cb3d46dd20a40dbd5e77c7037eab0d62a542",0.0,0.0
BOOSTO (PreICO),OnlyPreICO,0xdf0041891bda1f911c4243f328f7cf61b37f965b,BOOSTO,https://icobench.com/ico/boosto,3318,Y,Ethereum,ERC20,2018-09-19,2018-11-19,,,,0.0,0.0
Borneo,NonERC20,,Borneo First,https://icobench.com/ico/borneo,3319,N,IronGeekChain,EagleX,2018-08-17,2018-11-17,,,,0.0,0.0
Bountie,transfer after ending,0x3ccb1fe6d628444fb1c823a3ee3573ed0a21f338,Bountie,https://icobench.com/ico/bountie,3321,Y,Ethereum,ERC20,2018-10-27,2018-11-07,,,,0.0,0.0
Box2Table,NoMatch,,Box2Table (B2C),https://icobench.com/ico/box2table,3323,N,Ethereum,ERC20,2018-08-08,2018-10-08,,,,0.0,0.0
Bpay,NoTokenTransfer,0x14b7e06337979f8bb1978a17a29dd1598f951d07,Bpay.io,https://icobench.com/ico/bpay,3324,N,Ethereum,ERC20,2018-04-17,2018-05-16,,,,0.0,0.0
BrainerZ,NoMatch,,BrainerZ,https://icobench.com/ico/brainerz,3325,N,Ethereum,ERC20,2018-07-23,2018-09-23,2018-06-15,2018-08-15,,0.0,0.0
Bronix,NoTokenTransfer,0x641eb0320e137c754b00a0840e81fc8820a07940,Bronix,https://icobench.com/ico/bronix-ico,3329,N,Ethereum,ERC20,2018-07-26,2018-11-02,2018-04-04,2018-07-03,,0.0,0.0
Browsers Lab,DistributorsHardtoIdentify,0xA9d6a1c87422b211014f1009C541600b33344AFF,,https://icobench.com/ico/browsers-lab,3330,N,Ethereum,ERC20,2018-04-23,2018-06-02,,,,0.0,0.0
Bryllite,DistributorsHardtoIdentify,0x8f7a9b503aa7f9255368bd34d01aea2b502164c2,Bryllite,https://icobench.com/ico/bryllite,3331,N,Ethereum,ERC20,2018-07-16,2018-07-30,2018-07-09,2018-07-27,,0.0,0.0
Bubbletone,NonERC20,0xc6be00f7ed386015a3c751d38c126c62f231138d,Bubbletone,https://icobench.com/ico/bubbletone,3333,Y,Graphene,,,2018-06-15,2018-04-20,2018-05-20,,0.0,0.0
BuddToken,NoTokenTransfer,,,https://icobench.com/ico/buddtoken,3335,N,Ethereum,ERC20,2018-06-26,2018-07-30,,,,0.0,0.0
BunnyToken,OK,0x755eb14d2feff2939eb3026f5cad9d03775b9ff4,BunnyToken,https://icobench.com/ico/bunnytoken,3341,Y,Ethereum,ERC20,2018-04-25,2018-05-25,2018-04-25,2018-05-25,0xf9e5041a578d48331c54ba3c494e7bcbc70a30ca,1.0,3859.0
BuratinoBS,NoMatch,,Buratino BlockChain Solutions,https://icobench.com/ico/buratinobs,3342,Y,Ethereum,ERC20,2018-10-01,2018-10-31,,,,0.0,0.0
Bytemine,transfer after ending,0xbd79bca023a7cc4a92d1db1b57338d5c69ad07db,Bytemine (BYTM),https://icobench.com/ico/bytemine,3347,Y,Ethereum,ERC20,2018-07-23,2018-08-22,2018-07-23,2018-08-22,,0.0,0.0
Cache,NonERC20,,Cache,https://icobench.com/ico/cache,3349,Y,NEM,Mosaic,2018-07-26,2018-08-31,2018-07-25,2018-08-31,,0.0,0.0
Caerus Connections,OK,0xd88b1647f4ece2b2cfd1c06d0ace67b09fe43578,Caerus Connections,https://icobench.com/ico/caerus-connections,3350,N,Ethereum,ERC20,2018-04-09,2018-06-30,2018-06-30,2018-07-15,0x420bc15f00ebab1160bf666e9d8f62a34bbcec1e,1.0,1.0
CafeCoin,transfer after ending,0x0e46249fdb7c04339b3ad9e88c313beee031fe52,CafeCoin,https://icobench.com/ico/cafecoin,3351,N,Ethereum,ERC20,2018-04-30,2018-07-30,,,,0.0,0.0
Callback Plus,NoMatch,,CALLBACK+,https://icobench.com/ico/callback-plus,3352,N,Ethereum,ERC20,2018-03-01,2018-03-31,,,,0.0,0.0
CamOnRoad,NoMatch,,Camonroad,https://icobench.com/ico/camonroad,3354,N,Ethereum,ERC20,2017-10-14,2017-11-12,2017-09-14,2017-10-11,,0.0,0.0
carboneum,OK,0xd42debe4edc92bd5a3fbb4243e1eccf6d63a4a5d,Carboneum (C8),https://icobench.com/ico/carboneum,3358,Y,Ethereum,Utility,2018-06-25,2018-07-07,2018-06-25,2018-07-08,0x5023cfabaea4d331fa78d50cc5de5102341df649,2.0,57.0
Cardium,OK,0x49af5ed13d9632077558c897725f955c81810a62,Cardium,https://icobench.com/ico/cardium,3360,N,Ethereum,ERC20,2018-06-01,2018-06-30,2018-06-01,2018-06-30,0xf482b137399c00bb534f0da6826eed27ee54b15e,0.0,0.0
CAREONchain (PreICO),NonERC20,0x1a3c9ea368e1947790b37484680d4087ee261af3,CAREONchain,https://icobench.com/ico/careonchain,3361,Y,Bitshares,,2018-08-15,2018-10-31,,,,0.0,0.0
Cartel,OK,0xf92e3ada25b3284a9440e65dade75d80f37dec0b,Cartel Coin,https://icobench.com/ico/cartel,3364,N,Ethereum,ERC20,2018-03-01,2018-05-10,2018-03-10,2018-05-10,0x0000000000000000000000000000000000000000,0.0,0.0
CarVDB,OK,0x60061c1779fbd2c1dd859ee6b5e8db8f70015a1d,CarVDB,https://icobench.com/ico/carvdb,3365,N,Ethereum,ERC20,2018-03-13,2018-06-11,2018-03-13,2018-06-11,0x8fd66e4533ea0f06bf2e30af7a5710428e508eda,0.0,0.0
carVertical,OK,0xda6cb58a0d0c01610a29c5a65c303e13e885887c,carVertical,https://icobench.com/ico/carvertical,3366,Y,Ethereum,ERC20,2017-12-26,2018-01-21,,,0x0000000000000000000000000000000000000000,0.0,0.0
CashBag,OK,0xf444cd92e09cc8b2a23cd2eecb3c1e4cc8da6958,CashBag,https://icobench.com/ico/cashbag,3367,Y,Ethereum,ERC20,2018-03-12,2018-04-30,,,0xbbc4261fa8d253ba1861e6d87946a50487a3b8c8,0.0,0.0
CEEK,transfer after ending,0xb056c38f6b7dc4064367403e26424cd2c60655e1,CEEK,https://icobench.com/ico/ceek,3369,Y,Ethereum,ERC20,2018-04-16,2018-05-04,2018-04-16,2018-05-03,,0.0,0.0
Celes Chain (PreICO),NoTokenTransfer,0x22930ee272033479c5b41d2befe5024c71ad78be,Celes Chain,https://icobench.com/ico/celes-chain,3370,Y,Ethereum,ERC20,2018-08-01,2018-08-31,,,,0.0,0.0
Celestial Coin,NoTokenTransfer,0xf4613a2035769cc3e6e359a907b64b2fa0bd88e6,Celestial,https://icobench.com/ico/celestial-coin,3371,N,Ethereum,POW,,2018-04-15,,,,0.0,0.0
CellBlocks,OK,0xd3a8d7f28d014b18185236ce568cdbcebd809c2b,CellBlocks,https://icobench.com/ico/cellblocks,3372,N,Ethereum,ERC20,2018-04-01,2018-06-10,2018-06-01,2018-06-10,0x3fbf9b60242eb702870a1d462d8818b3a5e521d9,0.0,0.0
Certore,transfer after ending,0x985cef29004b91c394d7a1b3bb0b03f9218dc859,Certore (CERT),https://icobench.com/ico/certore,3375,N,Ethereum,ERC20,2018-05-01,2018-06-30,2018-05-01,2018-06-30,,0.0,0.0
Chain Works (PreICO),NoMatch,,Chain Works,https://icobench.com/ico/chain-works,3378,N,Ethereum,ERC20,2018-08-16,2018-08-29,,,,0.0,0.0
ChainRepublik,NonERC20,,ChainRepublik,https://icobench.com/ico/chainrepublik,3379,N,ChainRepublik Blockchain,Cryptocurrency,,2018-07-14,,,,0.0,0.0
charitySPACE,NoMatch,,charitySPACE,https://icobench.com/ico/charityspace,3382,N,Ethereum,ERC20,2018-04-20,2018-05-31,,,,0.0,0.0
chiliZ,CancelledICO,0x3506424f91fd33084466f402d5d97f05f8e3b4af,chiliZ,https://icobench.com/ico/chiliz,3387,Y,Ethereum,ERC20,,,2018-06-01,2018-06-09,,0.0,0.0
Chimaera,NonERC20,,Xaya,https://icobench.com/ico/chimaera-1,3388,Y,XAYA,Utility,2018-09-07,2018-10-12,2018-09-07,2018-10-12,,0.0,0.0
Chubex,OK,0xd309865f2ab3ca793d167b595d372905a1ca6eb1,,https://icobench.com/ico/chubex,3390,N,Ethereum,ERC20,2018-06-01,2018-07-31,,,0x0000000000000000000000000000000000000000,0.0,0.0
CI Chain,NoTokenTransfer,0xba035a5dd9df3d822013133a5fbc507d930ba27e,,https://icobench.com/ico/ci-chain,3391,N,Ethereum,ERC20,,2018-10-01,,,,0.0,0.0
CINDX,OK,0x211B1fe2227b53c1013b6fCC2Caa4B8B68d75680,CINDX,https://icobench.com/ico/cindx,3392,Y,Ethereum,ERC20,2018-10-08,2018-11-18,2018-10-08,2018-12-26,0xcd1240eac73e7af567c643617041b0ec8428cd29,0.0,0.0
Circleflowstoken,NoMatch,,CIRCLEFLOWS,https://icobench.com/ico/circleflowstoken,3393,N,Ethereum,ERC20,2018-03-14,2018-03-31,,,,0.0,0.0
Citizen Health,NoMatch,,Citizen Health,https://icobench.com/ico/citizen-health,3394,Y,Ethereum,ERC20,,2018-10-21,,,,0.0,0.0
Clairety Inc.,NoMatch,,Clairety Inc. (RELY),https://icobench.com/ico/clairety-inc,3396,N,Ethereum,ERC20,2018-04-20,2018-05-22,,,,0.0,0.0
ClassyCoin,DistributorsHardtoIdentify,0x30cc0e266cf33b8eac6a99cbd98e39b890cfd69b,ClassyCoin,https://icobench.com/ico/classycoin,3399,N,Ethereum,ERC20,2018-03-05,2018-04-03,,,,0.0,0.0
Clinicoin,transfer after ending,0x386073f0c9f076db93a5222c27f921663e2ce890,Clinicoin,https://icobench.com/ico/clinicoin,3403,Y,Ethereum,ERC20,,2018-06-01,2018-02-20,2018-05-31,,0.0,0.0
Cloudbric,OK,0xb1c1cb8c7c1992dba24e628bf7d38e71dad46aeb,Cloudbric,https://icobench.com/ico/cloudbric,3405,Y,Ethereum,ERC20,2018-10-22,2018-10-31,2018-10-04,2018-10-13,0x17fd576d36d73a20aed104c8a3ee642de1f888a4,13.0,507.0
CMBT,transfer after ending,0x3edd235c3e840c1f29286b2e39370a255c7b6fdb,CMBToken,https://icobench.com/ico/cmbt,3407,N,Ethereum,ERC20,2018-06-11,2018-06-30,,,,0.0,0.0
Coal Coin (PreICO),NoTokenTransfer,0xc166038705ffbab3794185b3a9d925632a1df37d,,https://icobench.com/ico/coal-coin,3408,N,Ethereum,ERC20,2018-09-03,2018-09-30,,,,0.0,0.0
Coal Industry Coin,NoMatch,,Coal Industry Coin,https://icobench.com/ico/coal-industry-coin,3409,Y,Ethereum,,2018-03-24,2018-06-24,2018-03-24,2018-06-24,,0.0,0.0
Cobol Network,NoMatch,,Cobol,https://icobench.com/ico/cobol-network,3411,Y,Ethereum,ERC-20,2018-05-24,2018-06-07,,,,0.0,0.0
Code of Talent,NoTokenTransfer,0x9e2bd8c3424822e0e1da7b27efdaa0b708d56425,Code Of Talent,https://icobench.com/ico/code-of-talent,3412,N,Ethereum,ERC20,,,2018-11-01,2018-11-30,,0.0,0.0
